Month,Longitude,Latitude,Outcome type
6/1/2015,0.020037,51.609243,Investigation complete; no suspect identified
6/1/2015,0.08701,51.559519,Offender given a caution
6/1/2015,0.133532,51.615472,Investigation complete; no suspect identified
6/1/2015,0.133532,51.615472,Investigation complete; no suspect identified
6/1/2015,0.071682,51.56033,Suspect charged
6/1/2015,0.071682,51.56033,Investigation complete; no suspect identified
6/1/2015,0.074689,51.546833,Suspect charged
6/1/2015,0.04392,51.583722,Investigation complete; no suspect identified
6/1/2015,0.082913,51.586345,Investigation complete; no suspect identified
6/1/2015,0.094767,51.558149,Local resolution
6/1/2015,0.044313,51.606619,Investigation complete; no suspect identified
6/1/2015,0.036931,51.576244,Investigation complete; no suspect identified
6/1/2015,0.071097,51.557616,Investigation complete; no suspect identified
6/1/2015,0.029777,51.606449,Offender given a caution
6/1/2015,0.073849,51.551201,Investigation complete; no suspect identified
6/1/2015,0.077085,51.557007,Investigation complete; no suspect identified
6/1/2015,0.033555,51.562355,Investigation complete; no suspect identified
6/1/2015,0.020643,51.594592,Investigation complete; no suspect identified
6/1/2015,0.129754,51.568706,Suspect charged
6/1/2015,0.083603,51.55253,Suspect charged
6/1/2015,0.037887,51.609869,Investigation complete; no suspect identified
6/1/2015,0.062216,51.579418,Investigation complete; no suspect identified
6/1/2015,0.062216,51.579418,Investigation complete; no suspect identified
6/1/2015,0.085704,51.573544,Investigation complete; no suspect identified
6/1/2015,0.075452,51.554401,Investigation complete; no suspect identified
6/1/2015,0.073709,51.581086,Investigation complete; no suspect identified
6/1/2015,0.115539,51.562758,Investigation complete; no suspect identified
6/1/2015,0.070161,51.55891,Suspect charged
6/1/2015,0.03285,51.608014,Suspect charged
6/1/2015,0.070161,51.55891,Investigation complete; no suspect identified
6/1/2015,0.097412,51.563911,Local resolution
6/1/2015,0.097412,51.563911,Local resolution
6/1/2015,0.117996,51.57123,Local resolution
6/1/2015,0.108086,51.561642,Suspect charged
6/1/2015,-0.093495,51.472297,Investigation complete; no suspect identified
6/1/2015,0.11342,51.565287,Investigation complete; no suspect identified
6/1/2015,-0.019402,51.49177,Investigation complete; no suspect identified
6/1/2015,-0.04897,51.510143,Investigation complete; no suspect identified
6/1/2015,-0.042521,51.52981,Investigation complete; no suspect identified
6/1/2015,-0.034092,51.535721,Investigation complete; no suspect identified
6/1/2015,-0.057247,51.513077,Suspect charged
6/1/2015,-0.02637,51.499207,Investigation complete; no suspect identified
6/1/2015,-0.03806,51.512857,Investigation complete; no suspect identified
6/1/2015,-0.014669,51.512859,Investigation complete; no suspect identified
6/1/2015,-0.063086,51.527643,Investigation complete; no suspect identified
6/1/2015,-0.012349,51.495625,Investigation complete; no suspect identified
6/1/2015,-0.030814,51.523787,Investigation complete; no suspect identified
6/1/2015,-0.019175,51.520273,Suspect charged
6/1/2015,-0.01918,51.489581,Investigation complete; no suspect identified
6/1/2015,-0.049981,51.52158,Suspect charged
6/1/2015,-0.064566,51.52844,Suspect charged
6/1/2015,-0.06283,51.519743,Offender given a caution
6/1/2015,-0.074248,51.524472,Suspect charged
6/1/2015,-0.015034,51.529312,Local resolution
6/1/2015,-0.015034,51.529312,Local resolution
6/1/2015,-0.059239,51.506222,Suspect charged
6/1/2015,-0.02091,51.488567,Suspect charged
6/1/2015,-0.003035,51.51392,Suspect charged
6/1/2015,-0.070343,51.514552,Investigation complete; no suspect identified
6/1/2015,-0.058634,51.506895,Suspect charged
6/1/2015,-0.124866,51.376842,Investigation complete; no suspect identified
6/1/2015,-0.149836,51.36161,Investigation complete; no suspect identified
6/1/2015,-0.139063,51.364785,Investigation complete; no suspect identified
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,-0.193808,51.350948,Investigation complete; no suspect identified
6/1/2015,-0.193381,51.370545,Investigation complete; no suspect identified
6/1/2015,-0.179791,51.348779,Investigation complete; no suspect identified
6/1/2015,-0.148064,51.357454,Investigation complete; no suspect identified
6/1/2015,-0.148064,51.357454,Investigation complete; no suspect identified
6/1/2015,0.173473,51.475359,Investigation complete; no suspect identified
6/1/2015,0.104225,51.469832,Suspect charged
6/1/2015,0.152348,51.445712,Investigation complete; no suspect identified
6/1/2015,0.148733,51.457289,Suspect charged
6/1/2015,0.166318,51.471759,Investigation complete; no suspect identified
6/1/2015,0.125148,51.487522,Investigation complete; no suspect identified
6/1/2015,0.125148,51.487522,Investigation complete; no suspect identified
6/1/2015,0.166726,51.484018,Investigation complete; no suspect identified
6/1/2015,0.185209,51.466921,Offender given a caution
6/1/2015,0.100944,51.425044,Investigation complete; no suspect identified
6/1/2015,0.087104,51.438259,Investigation complete; no suspect identified
6/1/2015,0.137907,51.474205,Investigation complete; no suspect identified
6/1/2015,0.157746,51.466494,Investigation complete; no suspect identified
6/1/2015,0.166455,51.461594,Suspect charged
6/1/2015,0.103035,51.424844,Investigation complete; no suspect identified
6/1/2015,0.18654,51.466455,Investigation complete; no suspect identified
6/1/2015,0.162611,51.485631,Offender given a caution
6/1/2015,0.104113,51.425445,Investigation complete; no suspect identified
6/1/2015,0.104113,51.425445,Investigation complete; no suspect identified
6/1/2015,0.212404,51.480853,Investigation complete; no suspect identified
6/1/2015,0.10565,51.447001,Investigation complete; no suspect identified
6/1/2015,0.116379,51.44777,Investigation complete; no suspect identified
6/1/2015,0.154039,51.483775,Investigation complete; no suspect identified
6/1/2015,0.100074,51.464106,Offender given a caution
6/1/2015,0.175819,51.478966,Investigation complete; no suspect identified
6/1/2015,0.195482,51.456261,Investigation complete; no suspect identified
6/1/2015,0.137194,51.460504,Investigation complete; no suspect identified
6/1/2015,0.116379,51.44777,Investigation complete; no suspect identified
6/1/2015,0.108038,51.447282,Investigation complete; no suspect identified
6/1/2015,0.142765,51.457416,Investigation complete; no suspect identified
6/1/2015,0.183289,51.465311,Offender given a caution
6/1/2015,0.174901,51.471186,Investigation complete; no suspect identified
6/1/2015,0.153609,51.49756,Investigation complete; no suspect identified
6/1/2015,-0.250859,51.596893,Investigation complete; no suspect identified
6/1/2015,0.137319,51.490906,Investigation complete; no suspect identified
6/1/2015,0.136714,51.457932,Investigation complete; no suspect identified
6/1/2015,0.142765,51.457416,Investigation complete; no suspect identified
6/1/2015,0.142294,51.458432,Investigation complete; no suspect identified
6/1/2015,0.109992,51.461257,Investigation complete; no suspect identified
6/1/2015,0.125944,51.498757,Investigation complete; no suspect identified
6/1/2015,0.147459,51.454381,Investigation complete; no suspect identified
6/1/2015,0.147459,51.454381,Investigation complete; no suspect identified
6/1/2015,0.147459,51.454381,Investigation complete; no suspect identified
6/1/2015,0.147459,51.454381,Investigation complete; no suspect identified
6/1/2015,0.163293,51.454692,Suspect charged
6/1/2015,0.163293,51.454692,Suspect charged
6/1/2015,0.128017,51.418881,Investigation complete; no suspect identified
6/1/2015,0.15143,51.453121,Suspect charged
6/1/2015,0.182231,51.477534,Investigation complete; no suspect identified
6/1/2015,0.14061,51.457204,Investigation complete; no suspect identified
6/1/2015,0.181406,51.450885,Investigation complete; no suspect identified
6/1/2015,,,Investigation complete; no suspect identified
6/1/2015,0.037671,51.541799,Suspect charged
6/1/2015,-0.057842,51.623362,Suspect charged
6/1/2015,-0.064125,51.623745,Suspect charged
6/1/2015,-0.0465,51.639199,Investigation complete; no suspect identified
6/1/2015,-0.076035,51.611306,Suspect charged
6/1/2015,-0.071052,51.649451,Offender given a caution
6/1/2015,-0.037471,51.651494,Suspect charged
6/1/2015,-0.129098,51.648916,Investigation complete; no suspect identified
6/1/2015,-0.101176,51.623541,Investigation complete; no suspect identified
6/1/2015,-0.08181,51.663764,Investigation complete; no suspect identified
6/1/2015,-0.109442,51.61443,Investigation complete; no suspect identified
6/1/2015,-0.07178,51.617981,Offender given a drugs possession warning
6/1/2015,-0.133284,51.63357,Investigation complete; no suspect identified
6/1/2015,-0.034029,51.652524,Offender given a caution
6/1/2015,-0.056702,51.650716,Investigation complete; no suspect identified
6/1/2015,-0.058713,51.648987,Investigation complete; no suspect identified
6/1/2015,-0.036558,51.677305,Suspect charged
6/1/2015,-0.036558,51.677305,Suspect charged
6/1/2015,-0.131247,51.634265,Investigation complete; no suspect identified
6/1/2015,-0.12815,51.632265,Offender given a caution
6/1/2015,-0.12815,51.632265,Offender given a caution
6/1/2015,-0.12815,51.632265,Offender given a caution
6/1/2015,-0.12815,51.632265,Offender given a caution
6/1/2015,-0.07987,51.661771,Investigation complete; no suspect identified
6/1/2015,-0.058127,51.622773,Investigation complete; no suspect identified
6/1/2015,-0.058127,51.622773,Investigation complete; no suspect identified
6/1/2015,-0.058127,51.622773,Investigation complete; no suspect identified
6/1/2015,-0.102745,51.611201,Investigation complete; no suspect identified
6/1/2015,-0.060793,51.614796,Investigation complete; no suspect identified
6/1/2015,-0.107806,51.617317,Investigation complete; no suspect identified
6/1/2015,-0.09799,51.617491,Investigation complete; no suspect identified
6/1/2015,-0.130189,51.648052,Investigation complete; no suspect identified
6/1/2015,-0.116921,51.665798,Investigation complete; no suspect identified
6/1/2015,-0.116921,51.665798,Investigation complete; no suspect identified
6/1/2015,-0.094422,51.62059,Investigation complete; no suspect identified
6/1/2015,-0.056172,51.622894,Investigation complete; no suspect identified
6/1/2015,-0.091574,51.609294,Investigation complete; no suspect identified
6/1/2015,-0.109704,51.610567,Investigation complete; no suspect identified
6/1/2015,-0.069913,51.61331,Investigation complete; no suspect identified
6/1/2015,-0.083347,51.65235,Investigation complete; no suspect identified
6/1/2015,-0.13104,51.647733,Investigation complete; no suspect identified
6/1/2015,-0.127696,51.633112,Investigation complete; no suspect identified
6/1/2015,-0.127696,51.633112,Investigation complete; no suspect identified
6/1/2015,-0.110909,51.645198,Investigation complete; no suspect identified
6/1/2015,-0.113041,51.619263,Investigation complete; no suspect identified
6/1/2015,-0.040156,51.67169,Investigation complete; no suspect identified
6/1/2015,-0.14844,51.64924,Investigation complete; no suspect identified
6/1/2015,-0.12815,51.632265,Investigation complete; no suspect identified
6/1/2015,-0.061713,51.614901,Investigation complete; no suspect identified
6/1/2015,-0.04778,51.637646,Investigation complete; no suspect identified
6/1/2015,-0.138959,51.645314,Investigation complete; no suspect identified
6/1/2015,-0.087165,51.664327,Investigation complete; no suspect identified
6/1/2015,-0.102853,51.622129,Investigation complete; no suspect identified
6/1/2015,-0.027553,51.672496,Investigation complete; no suspect identified
6/1/2015,-0.027553,51.672496,Investigation complete; no suspect identified
6/1/2015,-0.112613,51.423884,Investigation complete; no suspect identified
6/1/2015,-0.111573,51.49758,Suspect charged
6/1/2015,-0.111573,51.49758,Suspect charged
6/1/2015,-0.126975,51.480696,Investigation complete; no suspect identified
6/1/2015,-0.117307,51.460164,Offender given a caution
6/1/2015,-0.129398,51.464773,Suspect charged
6/1/2015,-0.127415,51.450947,Investigation complete; no suspect identified
6/1/2015,-0.127415,51.450947,Investigation complete; no suspect identified
6/1/2015,-0.085746,51.615305,Investigation complete; no suspect identified
6/1/2015,0.109499,51.551024,Investigation complete; no suspect identified
6/1/2015,0.148494,51.561242,Investigation complete; no suspect identified
6/1/2015,0.113872,51.541754,Investigation complete; no suspect identified
6/1/2015,0.130217,51.551746,Investigation complete; no suspect identified
